station_id,name,address,evcs_mode_1,charging_protocol_1,evcs_mode_2,charging_protocol_2,longitude_latitude_z,longitude,latitude,city,province
evcs0430,ACMobility EV Charging Hub -Gaisano Mall of Cebu,"A. Soriano Ave. North Reclamation Area, Gf, Carreta, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4543213,120.3688083,7z",12.4543213,120.3688083,Cebu City, Cebu
evcs0431,ACMobility EV Charging Hub - Vibo Place,"N Escario St, Gf, San Nicolas Central, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4543168,120.3688083,7z",12.4543168,120.3688083,Cebu City, Cebu
evcs0432,Solarius EV Charging-Citadines Cebu City,"Citadines Cebu City, Juana Osmena Street, Capitol Sote, Tower 1, Gf Base Line Center, Capitol Site (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4543168,120.3688083,7z",12.4543168,120.3688083,Cebu City, Cebu
evcs0433,ACMobility EV Charging Hub - BPI Cebu Capitol,"Jasmin Street, Cor Osmeña Blvd,, Gf, Capitol Site (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4543168,120.3688083,7z",12.4543168,120.3688083,Cebu City, Cebu
evcs0434,ACMobility EV Charging Hub - BYD Dealership Cebu Central,"J. De Veyra St. North Reclamation Area, Gf, Carreta, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4543168,120.3688083,7z",12.4543168,120.3688083,Cebu City, Cebu
evcs0435,LG Garden Walk,"M.L. Quezon National Highway, Ground Floor, Mactan, Lapu-Lapu City (Opon), Cebu",Mode 3 (AC),Type 2,,,"12.4532552,120.3688082,7z",12.4532552,120.3688082,Lapu-Lapu City (Opon), Cebu
evcs0436,ACMobility EV Charging Hub - BPI Cebu Jones,"Osmeña Blvd, Gf, Santa Cruz (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4507301,120.3688081,7z",12.4507301,120.3688081,Cebu City, Cebu
evcs0437,V-Green Cebu Depot,"F. Vestil, Mambaling, Cebu City, Cebu",Mode 4 (DC),CCS Combo 2,,,"12.4408751,120.3688078,7z",12.4408751,120.3688078,Cebu City, Cebu
evcs0438,SM Seaside City Cebu,"South Road Properties, Sm Seaside City Cebu, 2nd Level Parking, Mountain Wing, Mambaling, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4398306,120.3688077,7z",12.4398306,120.3688077,Cebu City, Cebu
evcs0439,Nustar Resort & Casino,"Kawit Island, Lower Ground Floor Parking, Kalubihan (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4325948,119.8869644,7z",12.4325948,119.8869644,Cebu City, Cebu
evcs0440,ACMobility EV Charging Hub - BYD Dealership IL Corso,"Il Corso Filinvest Malls, City Di Mare, South Road Properties, Gf, Mambaling, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4302071,120.3688074,7z",12.4302071,120.3688074,Cebu City, Cebu
evcs0441,ACMobility EV Charging Hub - Prince Express (Dumanjug),"Tangil Port ,Santander, Gf, Tangil, Dumanjug, Cebu",Mode 3 (AC),Type 2,,,"12.3349186,119.8869607,7z",12.3349186,119.8869607,Dumanjug, Cebu
evcs0442,ACMobility EV Charging Hub - BPI Negros Kabankalan,"Guanzon St, Gf, Barangay 3 (Pob.), Kabankalan City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.2969123,119.3813996,7z",12.2969123,119.3813996,Kabankalan City, Negros Occidental
evcs0443,SMI - TAYASAN,"#338 Western Nautical Highway, Ground Floor (Beside Bisayang Manok Restaurant Sa Tayasan), Poblacion, Tayasan, Negros Oriental",Mode 3 (AC),Type 2,,,"12.2630555,119.886958,7z",12.2630555,119.886958,Tayasan, Negros Oriental
evcs0444,ACMobility EV Charging Hub - BYD Dealership Palawan,"Km 5 North National Highway, Gf, San Jose, Puerto Princesa City, Palawan",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"12.1904682,117.260328,7z",12.1904682,117.260328,Puerto Princesa City, Palawan
evcs0445,ACMobility EV Charging Hub - Robinsons Place (Dumaguete),"Dumaguete Business Park, Gf, Calindagan, Dumaguete City, Negros Oriental",Mode 3 (AC),Type 2,,,"11.9488472,119.2084827,7z",11.9488472,119.2084827,Dumaguete City, Negros Oriental
evcs0446,ACMobility EV Charging Hub - Robinsons Place (Butuan),"J C Aquino Ave, Gf, Bayanihan Pob. (Bgy. 27), Butuan City, Agusan Del Norte",Mode 3 (AC),Type 2,,,"11.7718564,120.6814845,7z",11.7718564,120.6814845,Butuan City, Agusan Del Norte
evcs0447,ACMobility EV Charging Hub - BYD Dealership Dipolog,"National Highway, Gf, Galas, Dipolog City, Zamboanga Del Norte",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"11.5819051,119.5308644,7z",11.5819051,119.5308644,Dipolog City, Zamboanga Del Norte
evcs0448,JMJ SOLAR,"Jmj Solar, Alegria, San Francisco, Agusan Del Sur",Mode 3 (AC),Type 2,,,"11.5152867,118.2207257,6z",11.5152867,118.2207257,San Francisco, Agusan Del Sur
evcs0449,"ACMobility EV Charging Hub - Tourist Rest Area - M. Fortich, Bukidnon","Purok 2, Gf, Tankulan (Pob.), Manolo Fortich, Bukidnon",Mode 3 (AC),Type 2,,,"11.4846522,120.6814742,7z",11.4846522,120.6814742,Manolo Fortich, Bukidnon
evcs0450,ACMobility EV Charging Hub - Robinsons Place (Iligan),"Macapagal Avenue, Gf, Tubod, Iligan City, Lanao Del Norte",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Iligan City, Lanao Del Norte
evcs0451,ACMobility EV Charging Hub - BPI Cagayan de Oro Lapasan,"Claro M. Recto Ave, Gf, Lapasan, Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0452,SM City Cagayan De Oro Downtown Premier,"C.M. Recto Ave Corner Osmeña St., Sm City Cagayan De Oro Downtown Premier, 2nd Level Carpark Building, Barangay 24 (Pob.), Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0453,ACMobility EV Charging Hub - Ayala Malls Centrio (CDO),"Claro M. Recto Cor Corrales Ave, B1, Barangay 26 (Pob.), Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0454,ACMobility EV Charging Hub - BPI Cagayan de Oro - Cogon,"Osmena Street, Cogon, Gf, Barangay 34 (Pob.), Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0455,ACMobility EV Charging Hub - BPI Cagayan de Oro Main,"Velez St, Cor J.R. Borja Street, Gf, Barangay 9 (Pob.), Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0456,SM City Cagayan De Oro Uptown,"Masterson Corner Gran Via, Sm City Cagayan De Oro Uptown, 2nd Level Carpark Building, Carmen, Cagayan De Oro City, Misamis Oriental",Mode 3 (AC),Type 2,,,"11.3193315,120.642571,7z",11.3193315,120.642571,Cagayan De Oro City, Misamis Oriental
evcs0457,ACMobility EV Charging Hub - Robinsons Place (Valencia),"P15, Gf, Bagontaas, Valencia City, Bukidnon",Mode 3 (AC),Type 2,,,"11.267729,120.6425692,7z",11.267729,120.6425692,Valencia City, Bukidnon
evcs0458,ACMobility EV Charging Hub - Robinsons Place (Pagadian),"F.S. Pajares Ave Cor P.L. Urro St, Cor Vicencio Sagun St,, Gf, San Francisco (Pob.), Pagadian City, Zamboanga Del Sur",Mode 3 (AC),Type 2,,,"11.2143141,119.6082206,7z",11.2143141,119.6082206,Pagadian City, Zamboanga Del Sur
evcs0459,ACMobility EV Charging Hub - Landers Superstore Davao,"Lot 1, K-1 And C-4, F. Torres St., Gf, Barangay 12-B (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.8081264,118.2620557,6z",10.8081264,118.2620557,Davao City, Davao Del Sur
evcs0460,SM City Zamboanga,"Mayor Vitaliano Avenue, Sm City Zamboanga, 3rd Level Parking, Camino Nuevo, Zamboanga City, Zamboanga Del Sur",Mode 3 (AC),Type 2,,,"10.7518919,119.1544395,7z",10.7518919,119.1544395,Zamboanga City, Zamboanga Del Sur
evcs0461,SM City Mindpro,"La Purisima Street, Sm City Mindpro, 3rd Level Parking, Barangay Zone Iii (Pob.), Zamboanga City, Zamboanga Del Sur",Mode 3 (AC),Type 2,,,"10.7518919,119.1544395,7z",10.7518919,119.1544395,Zamboanga City, Zamboanga Del Sur
evcs0462,ACMobility EV Charging Hub - Gaisano Mall of Tagum,"National Highway, Britz District, Gf, Visayan Village, City Of Tagum, Davao (Davao Del Norte)",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Tagum City, Davao (Davao Del Norte)
evcs0463,ACMobility EV Charging Hub - Gaisano Mall of Digos,"Quiriaso Avenue, Gf, Tres De Mayo, Digos City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Digos City, Davao Del Sur
evcs0464,ACMobility EV Charging Hub - The Residences at Azuela Cove,"31st Street, Gf, Vicente Hizon Sr., Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0465,SM Lanang Premier,"J.P. Laurel Ave., Davao City, Sm Lanang Premier, Basement Parking, San Antonio, Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0466,ACMobility EV Charging Hub - Abreeza Mall Davao,"Parking Entrance, Near Jollibee, B1, Barangay 20-B (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0467,ACMobility EV Charging Hub - Abreeza Residences Condominium Corporation,"Km 3 J.P. Laurel Ave, Gf, Barangay 20-B (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0468,ACMobility EV Charging Hub - Gaisano Mall of Davao,"J.P Laurel Ave, Bajada, Gf, Barangay 9-A (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0469,GET PHILIPPINES INC - DLPC DAVAO CITY,"Bangoy, Davao Light And Power Company - Main Office, Barangay 4-A (Pob.), Davao City, Davao Del Sur",Mode 4 (DC),CCS Combo 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0470,ACMobility EV Charging Hub - BPI Davao Main,"Lot 40a Cm Recto Avenue, Gf, Barangay 34-D (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0471,"Department of Energy - Talomo, Davao","A. Candelaria Street, Ecoland Drive, Ground Floor In Front Of Tolentino 2020 Building, Talomo (Pob.), Davao City, Davao Del Sur",Mode 3 (AC),GB/T AC,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0472,SM City Davao,"Quimpo Blvd, Davao City, Sm City Davao, 3rd Floor Level, Carpark Mall Expansion Building, Bucana, Davao City, Davao Del Sur",Mode 3 (AC),Type 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0473,ACMobility EV Charging Hub - Shell Matina Enclaves Davao,"166 Quimpo Blvd, Gf, Talomo (Pob.), Davao City, Davao Del Sur",Mode 4 (DC),CCS Combo 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0474,SOUTHERN MALIGAYA TAXI INC.,"Pag-Asa, Pag-Asa Village, Matina Aplaya, Davao City, Davao Del Sur",Mode 4 (DC),GB/T DC,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
evcs0475,ACMobility EV Charging Hub - Shell Bago Aplaya Talomo,"Talomo District, Gf, Bago Aplaya, Davao City, Davao Del Sur",Mode 4 (DC),CCS Combo 2,,,"10.6441299,118.2231243,6z",10.6441299,118.2231243,Davao City, Davao Del Sur
