station_id,name,address,evcs_mode_1,charging_protocol_1,evcs_mode_2,charging_protocol_2,longitude_latitude_z,longitude,latitude,city,province
evcs0326,Festival Mall,"Filinvest City, Civic Drive, Festival Mall, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 3 (AC),Type 2,,,"14.5183887,120.9844848,12z",14.5183887,120.9844848,Muntinlupa City, National Capital Region - Fourth District
evcs0327,V-Green Vinfast Westgate Alabang,"Filinvest Corporate City, Commerce Avenue, Ground Floor, A-301 Westgate Center, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 4 (DC),CCS Combo 2,,,"14.5183887,120.9764805,12z",14.5183887,120.9764805,Muntinlupa City, National Capital Region - Fourth District
evcs0328,ACMobility EV Charging Hub - Ecooil Alabang,"Commerce Ave., Filinvest Corporate City, Gf, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.5183887,120.9764805,12z",14.5183887,120.9764805,Muntinlupa City, National Capital Region - Fourth District
evcs0329,ACMobility EV Charging Hub - BYD Dealership Alabang,"One Price Tower Alabang Zapote Road, Gf, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 4 (DC),CCS Combo 2,,,"14.5183887,120.9764805,12z",14.5183887,120.9764805,Muntinlupa City, National Capital Region - Fourth District
evcs0330,ACMobility EV Charging Hub - Landers Superstore Alabang West,"Daang Hari Road, Gf, Almanza Dos, City Of Las Piñas, National Capital Region - Fourth District",Mode 3 (AC),Type 2,,,"14.5183887,120.9763836,12z",14.5183887,120.9763836,Las Piñas City, National Capital Region - Fourth District
evcs0331,GET PHILIPPINES INC - FEU ALABANG CAMPUS,"Filinvest City, Corporate Woods Cor. South Corporate Avenues, Ground Floor, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 4 (DC),CCS Combo 2,,,"14.5181972,120.9764805,12z",14.5181972,120.9764805,Muntinlupa City, National Capital Region - Fourth District
evcs0332,SM City Rosario,"General Trias Drive, Sm City Rosario, Ground Level, Parking 6, Tejeros Convention, Rosario, Cavite",Mode 3 (AC),Type 2,,,"14.5142105,120.8132113,11z",14.5142105,120.8132113,Rosario, Cavite
evcs0333,SM City Tanza,"Antero Soriano Highway, Sm City Tanza, Ground Floor, Open Parking A, Daang Amaya Ii, Tanza, Cavite",Mode 3 (AC),Type 2,,,"14.51188,120.8110847,11z",14.51188,120.8110847,Tanza, Cavite
evcs0334,SM City Molino,"Paliparan Road, Sm City Molino, 2f Covered Parking Building, Molino Iv, Bacoor City, Cavite",Mode 3 (AC),Type 2,,,"14.5036246,120.8740137,11z",14.5036246,120.8740137,Bacoor City, Cavite
evcs0335,ACMobility EV Charging Hub - Vermosa Transport Terminal,"Daang Hari Road, Gf, Pasong Buaya I, Imus City, Cavite",Mode 4 (DC),CCS Combo 2,,,"14.5036246,120.8649703,11z",14.5036246,120.8649703,Imus City, Cavite
evcs0336,ACMobility EV Charging Hub - Landers Superstore Vermosa,"Ayala Malls Vermosa Daang Hari Rd, Gf, Pasong Buaya I, Imus City, Cavite",Mode 3 (AC),Type 2,,,"14.5036246,120.8649703,11z",14.5036246,120.8649703,Imus City, Cavite
evcs0337,ACMobility EV Charging Hub - Vermosa Estate,"Varsity Loop, Gf Vermosa Estates, Pasong Buaya I, Imus City, Cavite",Mode 3 (AC),Type 2,,GB/T AC,"14.5036246,120.8646343,11z",14.5036246,120.8646343,Imus City, Cavite
evcs0338,SM Center Muntinlupa,"Tunasan, Sm Center Muntinlupa, Ground Floor, Covered Parking, Tunasan, City Of Muntinlupa, National Capital Region - Fourth District",Mode 3 (AC),Type 2,,,"14.5014756,120.9020741,11z",14.5014756,120.9020741,Muntinlupa City, National Capital Region - Fourth District
evcs0339,ACMobility EV Charging Hub - Alabang Country Club,"Acacia Avenue Ayala Alabang Village, Gf Parking Space, Alabang, City Of Muntinlupa, National Capital Region - Fourth District",Mode 3 (AC),Type 2,,,"14.5005197,120.8905121,11z",14.5005197,120.8905121,Muntinlupa City, National Capital Region - Fourth District
evcs0340,GET PHILIPPINES INC - UNIONBANK INNOVATION CAMPUS,"Country Drive, Ground Floor, San Antonio, San Pedro City, Laguna",Mode 4 (DC),CCS Combo 2,,,"14.500189,120.8940699,11z",14.500189,120.8940699,San Pedro City, Laguna
evcs0341,SM Center Imus,"Bucandala, Sm Center Imus, Ground Level, Outdoor Parking, Alapan I-C, Imus City, Cavite",Mode 3 (AC),Type 2,,,"14.4996749,120.8430874,11z",14.4996749,120.8430874,Imus City, Cavite
evcs0342,ACMobility EV Charging Hub - Orchard Golf & Country Clu,"Km 27, Aguinaldo Highway, Gf, Salitran Iv, Dasmariñas City, Cavite",Mode 3 (AC),Type 2,,,"14.4911829,120.8660883,11z",14.4911829,120.8660883,Dasmariñas City, Cavite
evcs0343,V-Green Vista Tanza,"Tanza Trece Road, Ground Floor, Parking, Punta Ii, Tanza, Cavite",Mode 4 (DC),CCS Combo 2,,,"14.4834386,120.8139519,11z",14.4834386,120.8139519,Tanza, Cavite
evcs0344,SM Center San Pedro,"Magsaysay Road United Bayanihan, Sm Center San Pedro, Basement Parking Level, United Bayanihan, San Pedro City, Laguna",Mode 3 (AC),Type 2,,,"14.4823878,120.8940699,11z",14.4823878,120.8940699,San Pedro City, Laguna
evcs0345,ACMobility EV Charging Hub - BYD Dealership Carmona,"Lot 1024 Gov. Drive,, Gf, Mabuhay, Carmona, Cavite",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.4715146,120.8940699,11z",14.4715146,120.8940699,Carmona, Cavite
evcs0346,SM City Santa Rosa,"National Highway, Sm City Santa Rosa, 2nd Floor, The Core Building Carpark, Tagapo, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,,,"14.4700226,120.9021795,11z",14.4700226,120.9021795,Santa Rosa City, Laguna
evcs0347,FORTUNEWELL INC.,"Sto Tomas Slex, Km 35, Santo Tomas (Calabuso), City Of Biñan, Laguna",Mode 4 (DC),CCS Combo 2,Mode 1,Type 2,"14.4668268,120.8940699,11z",14.4668268,120.8940699,Biñan City, Laguna
evcs0348,Evro Shell Recharge Mamplasan,"Slex, Gf Shell Slt 2, Santo Tomas (Calabuso), City Of Biñan, Laguna",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.4668268,120.8940699,11z",14.4668268,120.8940699,Biñan City, Laguna
evcs0349,RideBox Station,"Monde Nissin Corporation, Felix Reyes Street, Parking Lot, Balibago, Santa Rosa City, Laguna",BSS,,,,"14.4582743,120.8940699,11z",14.4582743,120.8940699,Santa Rosa City, Laguna
evcs0350,SM Market Mall Dasmariñas,"Congressional Avenue, Sm Marketmall Dasmariñas, 2nd Floor Carpark, Burol I, Dasmariñas City, Cavite",Mode 3 (AC),Type 2,,,"14.4532826,120.8628062,11z",14.4532826,120.8628062,Dasmariñas City, Cavite
evcs0351,DCHARGE-Vista Mall Dasmariñas Branch,"Camella Homes, Aguinaldo Highway, Level 1 Parking Area Near Lbc Vista Mall Dasmarinas, San Agustin Ii, Dasmariñas City, Cavite",Mode 4 (DC),CCS Combo 2,,Type 2,"14.4532826,120.8543959,11z",14.4532826,120.8543959,Dasmariñas City, Cavite
evcs0352,SM City Dasmariñas,"Governor's Drive, Sm City Dasmariñas, Upper Ground Floor Covered Parking Building, Sampaloc I, Dasmariñas City, Cavite",Mode 3 (AC),Type 2,,,"14.4532826,120.8543959,11z",14.4532826,120.8543959,Dasmariñas City, Cavite
evcs0353,SM City Trece Martires,"Governor's Drive Cor. Capitol Road, Sm City Trece Martires, Basement Parking, San Agustin (Pob.), Trece Martires City, Cavite",Mode 3 (AC),Type 2,,,"14.4530752,120.8139519,11z",14.4530752,120.8139519,Trece Martires City, Cavite
evcs0354,ACMobility EV Charging Hub - LTI Administration Bldg,"North Main Avenue, Gf Lti Administration Bldg. 1, Biñan (Poblacion), City Of Biñan, Laguna",Mode 3 (AC),Type 2,,GB/T AC,"14.4425359,120.8940699,11z",14.4425359,120.8940699,Biñan City, Laguna
evcs0355,ACMobility EV Charging Hub - Microtel by Wyndham South Forbes,"South Boulevard South Forbes Golf City, Gf, Inchican, Silang, Cavite",Mode 3 (AC),Type 2,,,"14.440777,120.8940699,11z",14.440777,120.8940699,Silang, Cavite
evcs0356,ACMobility EV Charging Hub - BYD Dealership Sta. Rosa,"Elc Center, Tagaytay National Road, Gf, Santo Domingo, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.4366779,120.8940699,11z",14.4366779,120.8940699,Santa Rosa City, Laguna
evcs0357,ACMobility EV Charging Hub - Solenad 1,"Buhi Street, Gf Solenad 1 Parking B, Don Jose, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,,GB/T AC,"14.4366779,120.8940699,11z",14.4366779,120.8940699,Santa Rosa City, Laguna
evcs0358,ACMobility EV Charging Hub - SEDA Hotel Nuvali,"Lakeside Evozone, Nuvali, Gf, Santo Domingo, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,,,"14.4357973,120.8940699,11z",14.4357973,120.8940699,Santa Rosa City, Laguna
evcs0359,"LISP I Locator' Association, Inc.","Ground Floor, Security And Maintenance Building, Diezmo, Cabuyao City, Laguna",Mode 3 (AC),Type 2,,GB/T AC,"14.4357568,120.89861,11z",14.4357568,120.89861,Cabuyao City, Laguna
evcs0360,ACMobility EV Charging Hub - Landers Superstore Nuvali,"Nuvali Blvd, Cor, Evoliving Center Drive, Gf Blk. 13 Lot 1, Santo Domingo, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,,,"14.4335713,120.8940699,11z",14.4335713,120.8940699,Santa Rosa City, Laguna
evcs0361,ACMobility EV Charging Hub - Nuvali Big Box Parking,"Evoliving Parkway, Nuvali, Gf, Don Jose, Santa Rosa City, Laguna",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.4328733,120.8940699,11z",14.4328733,120.8940699,Santa Rosa City, Laguna
evcs0362,ACMobility EV Charging Hub - Bosch Car Service Sta. Rosa,"Lot 2b-2c-9a-2, Sta Rosa, Tagaytay Road, Gf, Puting Kahoy, Silang, Cavite",Mode 3 (AC),Type 2,,,"14.4290068,120.8940699,11z",14.4290068,120.8940699,Silang, Cavite
evcs0363,V-Green Vista Mall General Trias,"Arnaldo Highway, Ground Floor, Vista Mall General Trias, Santiago, General Trias City, Cavite",Mode 4 (DC),CCS Combo 2,,,"14.4271182,120.8354665,11z",14.4271182,120.8354665,General Trias City, Cavite
evcs0364,V-Green Vista Kawit,"Arnaldo Highway, Ground Floor, Parking, Tejero, General Trias City, Cavite",Mode 4 (DC),CCS Combo 2,,,"14.4271182,120.8354665,11z",14.4271182,120.8354665,General Trias City, Cavite
evcs0365,Solarius EV Charging - MIESCOR,"Miescor, Hugo Perez Road, Ground Floor Driveway, Perez (Lucbanan), Trece Martires City, Cavite",Mode 3 (AC),Type 2,,,"14.4271182,120.8294881,11z",14.4271182,120.8294881,Trece Martires City, Cavite
evcs0366,ACMobility EV Charging Hub - Ayala Greenfield Golf & Leisure Club,"Parking Lot Area, Gf, Puting Lupa, Calamba City, Laguna",Mode 3 (AC),Type 2,,,"14.4081906,120.9213978,11z",14.4081906,120.9213978,Calamba City, Laguna
evcs0367,"Sysnet Integrators Inc.- FPIP Administration Building, Sto. Tomas , Batangas","Sez Rs Diaz Ave. Cor.1st Street, Ground Floor. Fpip Administration Building, Santa Anastacia, Santo Tomas, Batangas",Mode 3 (AC),Type 2,,,"14.3810814,120.7487693,10z",14.3810814,120.7487693,Santo Tomas, Batangas
evcs0368,ACMobility EV Charging Hub - Kasa Luntian,"Tagaytay Calamba Road, Gf, San Jose, Tagaytay City, Cavite",Mode 3 (AC),Type 2,,,"14.3748221,120.6986932,10z",14.3748221,120.6986932,Tagaytay City, Cavite
evcs0369,Solarius EV Charging - Quest Hotel Tagaytay,"Quest Hotel Tagaytay, Ayala Malls Serin Diversion Road, Basement Parking Lot, San Jose, Tagaytay City, Cavite",Mode 3 (AC),Type 2,,,"14.3690094,120.6986932,10z",14.3690094,120.6986932,Tagaytay City, Cavite
evcs0370,ACMobility EV Charging Hub - Ayala Malls Serin,"Nasugbu Highway, Silang Junction South, Gf, Silang Junction South, Tagaytay City, Cavite",Mode 3 (AC),Type 2,,,"14.3688745,120.6986932,10z",14.3688745,120.6986932,Tagaytay City, Cavite
evcs0371,SM City Sto. Tomas,"Maharlika Highway, Sm City Sto. Tomas, Basement Parking, San Bartolome, Santo Tomas, Batangas",Mode 3 (AC),Type 2,,,"14.3651921,120.7536143,10z",14.3651921,120.7536143,Santo Tomas, Batangas
evcs0372,Skyranch Tagaytay,"Kaybagal South, Tagaytay-Nasugbu Highway, Skyranch Tagaytay, Beside Phase 2 Entrance, Kaybagal South (Pob.), Tagaytay City, Cavite",Mode 3 (AC),Type 2,,,"14.3601214,120.6892656,10z",14.3601214,120.6892656,Tagaytay City, Cavite
evcs0373,Escala - Tagaytay,"Basement 1, Maharlika West, Tagaytay City, Cavite",Mode 3 (AC),Type 2,,GB/T AC,"14.3596398,120.6910919,10z",14.3596398,120.6910919,Tagaytay City, Cavite
evcs0374,Solarius EV Charging - Splendido Tagaytay Hotel,"Tagaytay - Nasugbu Hwy, 2nd Floor Parking Area, Dayap Itaas, Laurel, Batangas",Mode 3 (AC),Type 2,,,"14.3489274,120.6491035,10z",14.3489274,120.6491035,Laurel, Batangas
evcs0375,SM City San Pablo,"Maharlika Highway, Sm City San Pablo, 2nd Level, Mall Admin Office, San Rafael, San Pablo City, Laguna",Mode 3 (AC),Type 2,,,"14.3410719,120.8369238,10z",14.3410719,120.8369238,San Pablo City, Laguna
evcs0376,Solarius EV Charging - La Balconia,"Tali Beach, Coral Rd, Corner Seaside Drive, Ground Floor- La Balconia, Balaytigui, Nasugbu, Batangas",Mode 3 (AC),Type 2,,,"14.3355578,120.5201819,10z",14.3355578,120.5201819,Nasugbu, Batangas
evcs0377,GET PHILIPPINES INC - LIMA TECHNOLOGY CENTER,"Pass Control, Lima Technology Center, Ground Floor, Santiago, Malvar, Batangas",Mode 4 (DC),CCS Combo 2,,,"14.3164659,120.761552,10z",14.3164659,120.761552,Malvar, Batangas
evcs0378,ACMobility EV Charging Hub - Summit Point Golf and Country Club,"Clubhouse Main Parking, Gf, Plaridel, Lipa City, Batangas",Mode 3 (AC),Type 2,,,"14.2970442,120.7739751,10z",14.2970442,120.7739751,Lipa City, Batangas
evcs0379,SM City Lipa,"J.P. Laurel Highway, Sm City Lipa, 2nd Floor North, Carpark Building, Sabang, Lipa City, Batangas",Mode 3 (AC),Type 2,,,"14.2898894,120.7604961,10z",14.2898894,120.7604961,Lipa City, Batangas
evcs0380,SM Center Lemery,"Illustre Ave Cor P Gomez Street, Sm Center Lemery, Ground Floor, District Iv (Pob.), Lemery, Batangas",Mode 3 (AC),Type 2,,,"14.2443253,120.6702843,10z",14.2443253,120.6702843,Lemery, Batangas
evcs0381,ACMobility EV Charging Hub - PTT New Lucena,"Diversion Road, Gf, Mayao Kanluran, Lucena City, Quezon",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"14.225096,121.0046022,10z",14.225096,121.0046022,Lucena City, Quezon
evcs0382,SM City Lucena,"Sm City Lucena, Ground Floor, Open Parking A, Ibabang Dupay, Lucena City, Quezon",Mode 3 (AC),Type 2,,,"14.225096,121.0016579,10z",14.225096,121.0016579,Lucena City, Quezon
evcs0383,ACMobility EV Charging Hub - Giant Gasoline Station,"Eco Tourism Road, Gf, Isabang, Lucena City, Quezon",Mode 3 (AC),Type 2,,,"14.225096,120.9805172,10z",14.225096,120.9805172,Lucena City, Quezon
evcs0384,SM City Daet,"Sm City Daet, Ground Floor, North Road Parking Near Gate 2, Lag-On, Daet, Camarines Norte",Mode 3 (AC),Type 2,,,"14.2217024,120.669598,8z",14.2217024,120.669598,Daet, Camarines Norte
evcs0385,SM City Batangas,"Sm City Batangas, Ground Floor, Open Parking D1 And D2, Pallocan Kanluran, Batangas City, Batangas",Mode 3 (AC),Type 2,,,"14.1907847,120.7560937,10z",14.1907847,120.7560937,Batangas City, Batangas
evcs0386,SM City Naga,"Ninoy And Cory Avenue, Sm City Naga, Ground Floor Level 1 Carpark, Triangulo, Naga City, Camarines Sur",Mode 3 (AC),Type 2,,,"14.0879954,120.7922884,8z",14.0879954,120.7922884,Naga City, Camarines Sur
evcs0387,ACMobility EV Charging Hub - Landers Superstore Naga,"Diversion Rd Roxas Ave, Gf, Triangulo, Naga City, Camarines Sur",Mode 3 (AC),Type 2,,,"14.0879954,120.7921428,8z",14.0879954,120.7921428,Naga City, Camarines Sur
evcs0388,ACMobility EV Charging Hub - BYD Dealership Camsur,"Maharlika Highway, Gf, San Jose, Pili, Camarines Sur",Mode 4 (DC),CCS Combo 2,,,"14.0772682,120.8329481,8z",14.0772682,120.8329481,Pili, Camarines Sur
evcs0389,"Sysnet Integrators, Inc. El Pueblo Rhizort","El Pueblo Rhizort Ground Level, Mahal Na Pangalan, City Of Calapan, Oriental Mindoro",Mode 3 (AC),GB/T AC,,,"13.9880655,120.4001911,9z",13.9880655,120.4001911,Calapan City, Oriental Mindoro
evcs0390,ACMobility EV Charging Hub - Ayala Malls Legazpi,"Rizal Street, Basement, Bgy. 36 - Kapantawan (Pob.), Legazpi City, Albay",Mode 3 (AC),Type 2,,,"13.8722953,119.7507635,7z",13.8722953,119.7507635,Legazpi City, Albay
evcs0391,SM City Legazpi,"Imelda Roces Avenue, Sm City Legazpi, Ground Level Carpark Building, Bgy. 37 - Bitano (Pob.), Legazpi City, Albay",Mode 3 (AC),Type 2,,,"13.8704921,119.7460902,7z",13.8704921,119.7460902,Legazpi City, Albay
evcs0392,SM City Sorsogon,"Sm City Sorsogon, Ground Floor, North Parking Near Entrance 1, Balogo, Sorsogon City, Sorsogon",Mode 3 (AC),Type 2,,,"13.7811639,119.8845136,7z",13.7811639,119.8845136,Sorsogon City, Sorsogon
evcs0393,Gerweiss Motors Corporation,"Loop Road, Escondido Beach Resort, Balabag, Malay, Aklan",BSS,,,,"13.2717009,120.132466,8z",13.2717009,120.132466,Malay, Aklan
evcs0394,ACMobility EV Charging Hub - Robinsons Place (Roxas),"Immaculate Heart Of Mary Avenue, Pueblo De Panay, Gf, Lawa-An, Roxas City, Capiz",Mode 3 (AC),Type 2,,,"13.048812,120.5347416,8z",13.048812,120.5347416,Roxas City, Capiz
evcs0395,SM Center Ormoc,"Real St. Highway, Sm Center Ormoc, Ground Level Parking, Barangay 14 (Pob.), Ormoc City, Leyte",Mode 3 (AC),Type 2,,,"12.8050114,120.4077192,7z",12.8050114,120.4077192,Ormoc City, Leyte
evcs0396,ACMobility EV Charging Hub - Prince Express (Santa Fe),"C. Batiancila Street, Gf, Suba (Pob.), Bantayan, Cebu",Mode 3 (AC),Type 2,,,"12.7489421,119.8869766,7z",12.7489421,119.8869766,Bantayan, Cebu
evcs0397,SMI - ESCALANTE,"Gomez St., Ground Floor, 90.6 Fm Hometown Radio, Balintawak (Pob.), Escalante City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.7178735,119.5854644,7z",12.7178735,119.5854644,Escalante City, Negros Occidental
evcs0398,ACMobility EV Charging Hub - Prince Warehouse (Bogo),"V Dela Vina Street, Gf, Gairan, Bogo City, Cebu",Mode 3 (AC),Type 2,Mode 4 (DC),,"12.709451,119.8869751,7z",12.709451,119.8869751,Bogo City, Cebu
evcs0399,ACMobility EV Charging Hub - BPI Silay,"Corner Rizal & Jp Ledesma Streets, Gf, Barangay Iii (Pob.), Silay City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.7083566,120.6914561,8z",12.7083566,120.6914561,Silay City, Negros Occidental
evcs0400,ACMobility EV Charging Hub - Prince SuperStore (Sogod),"North Road, Gf, Damolog, Sogod, Cebu",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"12.6834046,119.8869741,7z",12.6834046,119.8869741,Sogod, Cebu
evcs0401,ACMobility EV Charging Hub - Robinsons Place (Antique),"National Highway, Gf, San Angel, San Jose, Antique",Mode 3 (AC),Type 2,,,"12.6774965,120.209515,8z",12.6774965,120.209515,San Jose, Antique
evcs0402,Solarius EV Charging - Sitari Condo Bacolod,"Lacson Street, 3rd Floor, Mandalagan, Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.643736,119.3690181,7z",12.643736,119.3690181,Bacolod City, Negros Occidental
evcs0403,SMI - RIVERSIDE,"Beside Riverside ChapelSan Agustin Drive, Gf Kaffe Sadtu, Barangay 5 (Pob.), Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.641613,119.369018,7z",12.641613,119.369018,Bacolod City, Negros Occidental
evcs0404,ACMobility EV Charging Hub - BPI Bacolod Capitol,"17th Street, Corner Lacson St., Gf, Barangay 7 (Pob.), Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.6401802,119.369018,7z",12.6401802,119.369018,Bacolod City, Negros Occidental
evcs0405,ACMobility EV Charging Hub - Ayala Malls Central Capitol Bacolod,"South Capitol Road, Gf, Barangay 8 (Pob.), Bacolod City, Negros Occidental",Mode 4 (DC),CCS Combo 2,,,"12.6378844,119.3690179,7z",12.6378844,119.3690179,Bacolod City, Negros Occidental
evcs0406,ACMobility EV Charging Hub - SEDA Capitol Bacolod,"Lacson Street, Gf, Barangay 4 (Pob.), Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.6359674,119.3814126,7z",12.6359674,119.3814126,Bacolod City, Negros Occidental
evcs0407,SM City Bacolod,"Rizal Street, Reclamation Area, Bacolod City, Sm City Bacolod, North Block, 2nd Level Carpark Building, Barangay 12 (Pob.), Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.6329371,119.3814125,7z",12.6329371,119.3814125,Bacolod City, Negros Occidental
evcs0408,SMI - TACULING,"Corazon Aquino Dr., Gf Kaffe Sadtu, Taculing, Bacolod City, Negros Occidental",Mode 3 (AC),Type 2,,,"12.6280169,119.3814123,7z",12.6280169,119.3814123,Bacolod City, Negros Occidental
evcs0409,ACMobility EV Charging Hub - Prince Hypermart (Camotes,"Gf, Northern Poblacion, San Francisco, Cebu",Mode 3 (AC),Type 2,,,"12.5940826,120.3688136,7z",12.5940826,120.3688136,San Francisco, Cebu
evcs0410,ACMobility EV Charging Hub - Richmonde Hotel (Iloilo),"Megaworld Boulevard Cor Enterprise Road Iloilo Business Park Mandurriao, Gf, San Rafael, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0411,SM Strata,"Diversion Road, Sm Strata, 2nd Level, Carpark Building, Bolilao, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0412,SkyBright New Energy PH,"Donato Pison Ave, Unit 6, San Rafael, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0413,ACMobility EV Charging Hub - SEDA Hotel Atria,"Donato Pison Ave, Gf, San Rafael, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0414,ACMobility EV Charging Hub - BPI Iloilo General Luna,"General Luna St, Gf, San Pedro (Jaro), Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0415,ACMobility EV Charging Hub - BPI Iloilo Solis,"Corner Solis & Iznart Streets, Gf, President Roxas, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0416,Solarius EV Charging - Citadines Amigo Iloilo,"Citadines Amigo, Iznart Street, Ground Floor Parking Lot, Danao, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0417,ACMobility EV Charging Hub - Robinsons Place (Iloilo),"Corner De Leon-Quezon Street, 2f, Roxas Village, Iloilo City, Iloilo",Mode 3 (AC),Type 2,,,"12.5821702,119.1757549,7z",12.5821702,119.1757549,Iloilo City, Iloilo
evcs0418,ACMobility EV Charging Hub - Club Filipino Inc. De Cebu Golf Course,"Pulang Yuta, Gf, Looc, Danao City, Cebu",Mode 3 (AC),Type 2,,,"12.5536976,119.8869691,7z",12.5536976,119.8869691,Danao City, Cebu
evcs0419,ACMobility EV Charging Hub - TOPS Cebu,"Tops Road, Gf Of Steel Parking Area, Busay (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"12.4808104,120.3688093,7z",12.4808104,120.3688093,Cebu City, Cebu
evcs0420,ACMobility EV Charging Hub - BYD Dealership Cebu,"417 A.C. Cortes Avenue,, Gf, Cambaro, Mandaue City, Cebu",Mode 3 (AC),Type 2,Mode 4 (DC),CCS Combo 2,"12.4659333,120.3688087,7z",12.4659333,120.3688087,Mandaue City, Cebu
evcs0421,SM City J Mall,"165 A.S Fortuna Street, Sm City J Mall, Lower Ground Floor Parking, Bakilid, Mandaue City, Cebu",Mode 3 (AC),Type 2,,,"12.4659333,120.3688087,7z",12.4659333,120.3688087,Mandaue City, Cebu
evcs0422,ACMobility EV Charging Hub - Ayala Malls Central Bloc,"I. Villa St. Brgy. Apas, B1, Apas, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4637849,120.3688086,7z",12.4637849,120.3688086,Cebu City, Cebu
evcs0423,ACMobility EV Charging Hub - City Time Square Mandaue,"Mantawi Drive, Gf, Tipolo, Mandaue City, Cebu",Mode 3 (AC),Type 2,,GB/T AC,"12.4617142,120.3688086,7z",12.4617142,120.3688086,Mandaue City, Cebu
evcs0424,"PHILIPPINE HORIZON HOTEL, INC.","Corner Ouano Avenue And C.D. Seno Street, Csseaz, Ground Level Parking Lot, In Front Of Wallstreet Coffee + Bar, Mantuyong, Mandaue City, Cebu",Mode 3 (AC),Type 2,,,"12.4617142,120.3688086,7z",12.4617142,120.3688086,Mandaue City, Cebu
evcs0425,ACMobility EV Charging Hub - Landers Superstore Cebu,"Cardinal Rosales Ave. Cor Pope John Paul Ii Ave, Gf, 23 Minore Park, Luz, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4580897,120.3688084,7z",12.4580897,120.3688084,Cebu City, Cebu
evcs0426,ACMobility EV Charging Hub - Ayala Center Cebu,"Cebu Business Park, Archbishop Reyes Avenue Cor. Cardinal Rosales Avenue, B1, Luz, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4565514,120.3688084,7z",12.4565514,120.3688084,Cebu City, Cebu
evcs0427,Solarius EV Charger - Quest Hotel Cebu,"Archbishop Reyes Avenue, 4th Floor Parking Area-Quest Hotel Cebu, Camputhaw (Pob.), Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.4565514,120.3688084,7z",12.4565514,120.3688084,Cebu City, Cebu
evcs0428,SM City Cebu,"Juan Luna Avenue Cor. Cabahug And Kaoshiung Streets, North Reclamation Area, Sm City Cebu, 3rd Floor Multi-Level Carpark Building A, Mabolo, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.454337,120.3688083,7z",12.454337,120.3688083,Cebu City, Cebu
evcs0429,ACMobility EV Charging Hub - BPI Cebu North Reclamation,"Juan Luna Ave, Corner J. De Veyra St, Gf, Mabolo, Cebu City, Cebu",Mode 3 (AC),Type 2,,,"12.454337,120.3688083,7z",12.454337,120.3688083,Cebu City, Cebu
